"date","rir","customer","providers"
"2025-01-28","ripencc","AS52025","AS174 AS835 AS906 AS917 AS924 AS1299 AS3257 AS6204 AS6939 AS7720 AS8849 AS8860 AS12186 AS12488 AS18041 AS20473 AS21700 AS21738 AS25369 AS29802 AS32097 AS34549 AS34927 AS35133 AS35661 AS36369 AS37988 AS39409 AS47787 AS48070 AS48605 AS50917 AS51519 AS52210 AS56655 AS57695 AS61138 AS64289 AS197216 AS199545 AS208453 AS209022 AS209533 AS394177 AS396998 AS397423 AS400304 AS400587"
"2025-01-28","ripencc","AS56762","AS47689"
"2025-01-28","ripencc","AS57984","AS8283 AS48112 AS206763"
"2025-01-28","ripencc","AS59678","AS6939 AS34927 AS54218 AS55081"
"2025-01-28","ripencc","AS60223","AS945 AS49581"
"2025-01-28","ripencc","AS60431","AS34927 AS41495 AS50917"
"2025-01-28","ripencc","AS60841","AS30456 AS400304"
"2025-01-28","ripencc","AS198136","AS0"
"2025-01-28","ripencc","AS199376","AS47311 AS61112 AS150249 AS151544 AS199762 AS209533 AS215379"
"2025-01-28","ripencc","AS199762","AS945 AS6939 AS8849 AS15353 AS34927 AS44817 AS47311 AS48605 AS140731 AS150249"
"2025-01-28","ripencc","AS200242","AS835 AS6939 AS21738 AS34465 AS34927 AS52025 AS52041 AS59678 AS60841 AS208453 AS210475"
"2025-01-28","ripencc","AS200454","AS174 AS6424 AS6939 AS9186 AS12186 AS19577"
"2025-01-28","ripencc","AS202359","AS30740 AS33920 AS41495"
"2025-01-28","ripencc","AS202881","AS205329"
"2025-01-28","ripencc","AS203843","AS6939 AS7720 AS20473 AS53667"
"2025-01-28","ripencc","AS204857","AS50224 AS59920 AS60841 AS400304"
"2025-01-28","ripencc","AS204931","AS34927 AS44103 AS207656"
"2025-01-28","ripencc","AS205329","AS945 AS983 AS6939 AS7720 AS8894 AS9409 AS20473 AS34927 AS41051 AS131657 AS134823 AS151364"
"2025-01-28","ripencc","AS205603","AS38008 AS38074 AS59105"
"2025-01-28","ripencc","AS205789","AS200242 AS207960"
"2025-01-28","ripencc","AS205848","AS1299 AS6939 AS34549 AS34927 AS52025 AS209022"
"2025-01-28","ripencc","AS207487","AS8283"
"2025-01-28","ripencc","AS207841","AS6939 AS137409"
"2025-01-28","ripencc","AS207960","AS6939 AS20473 AS34854 AS34927 AS136620 AS202359 AS207968"
"2025-01-28","ripencc","AS209735","AS6939 AS207841"
"2025-01-28","ripencc","AS210561","AS207960"
"2025-01-28","ripencc","AS212068","AS6939 AS13237 AS62240 AS207960"
"2025-01-28","ripencc","AS212245","AS917 AS57695 AS212068"
"2025-01-28","ripencc","AS212516","AS3204 AS6939 AS41720"
"2025-01-28","ripencc","AS212855","AS8283 AS8298 AS41051 AS50869 AS200132"
"2025-01-28","ripencc","AS212934","AS835 AS6939 AS34927 AS52210 AS53667 AS61138 AS62513 AS209533 AS210667"
"2025-01-28","ripencc","AS213525","AS8560 AS207841"
"2025-01-28","ripencc","AS214495","AS53343"
"2025-01-28","ripencc","AS214498","AS16276 AS207841"
"2025-01-28","ripencc","AS215084","AS6939 AS20473 AS34927 AS207841 AS212271 AS393577"
"2025-01-28","ripencc","AS215085","AS35133 AS42093"
"2025-01-28","ripencc","AS215131","AS8283 AS34927 AS212477"
"2025-01-28","ripencc","AS215147","AS34927 AS41108 AS47263 AS207252 AS213915 AS215828"
"2025-01-28","ripencc","AS215368","AS207841"
"2025-01-28","ripencc","AS215436","AS6762 AS6939 AS51396 AS60223"
"2025-01-28","ripencc","AS215664","AS1299 AS3204 AS6939 AS34549 AS41720 AS56382 AS203446 AS212508"
"2025-01-28","ripencc","AS216107","AS924 AS6939 AS16509 AS20473 AS21738 AS34927 AS63473 AS209022 AS211588"
"2025-01-28","ripencc","AS216265","AS202673 AS215051"
"2025-01-28","ripencc","AS216311","AS6939 AS13852 AS20473 AS34927 AS52025"
"2025-01-29","arin","AS970","AS54874"
"2025-01-29","arin","AS11358","AS835 AS924 AS6939 AS20473 AS34927"
"2025-01-29","arin","AS13852","AS6939 AS20473 AS34927 AS52025 AS209533"
"2025-01-29","arin","AS16909","AS6939 AS20473 AS21738 AS33387 AS34927 AS52025 AS53667 AS152900 AS216324"
"2025-01-29","arin","AS19330","AS393577"
"2025-01-29","arin","AS21957","AS970"
"2025-01-29","arin","AS33733","AS174 AS6939 AS12186 AS47787 AS200454"
"2025-01-29","arin","AS40544","AS924 AS6939 AS12186 AS52025"
"2025-01-29","arin","AS52210","AS174 AS835 AS6939 AS52025 AS62513 AS210667"
"2025-01-29","arin","AS53343","AS6939 AS7720 AS26006 AS32595 AS34872 AS44324 AS47272 AS59105 AS204844 AS207841 AS209735 AS393577 AS394177 AS400212"
"2025-01-29","arin","AS54148","AS835 AS924 AS6939 AS20473 AS21738 AS34927 AS37988 AS47272 AS50917 AS53616 AS53667 AS207841 AS209022 AS209735"
"2025-01-29","arin","AS54218","AS917 AS16509 AS35487 AS37988 AS53667 AS57196 AS57695 AS59678"
"2025-01-29","arin","AS200351","AS34927 AS47272 AS209022 AS210475"
"2025-01-29","arin","AS205663","AS20473 AS61138"
"2025-01-29","arin","AS393577","AS1299 AS6939 AS32097 AS40676 AS137409"
"2025-01-29","arin","AS401111","AS1012 AS2497 AS17676"
"2025-01-29","arin","AS401507","AS53356 AS212477"
"2025-01-29","apnic","AS149301","AS20473 AS61138"
"2025-01-29","apnic","AS151642","AS20473 AS61138"
"2025-01-29","apnic","AS153176","AS15353 AS34872 AS47311 AS134835 AS208210 AS210233 AS215084"
"2025-01-29","lacnic","AS28584","AS28605"
"2025-01-29","lacnic","AS267386","AS6939 AS25933 AS28220 AS28649 AS267613"
"2025-01-29","lacnic","AS270470","AS53062"
"2025-01-29","ripencc","AS945","AS174 AS6461 AS6939 AS7018 AS9002 AS32097 AS401111"
"2025-01-29","ripencc","AS15562","AS2914 AS8283 AS51088 AS206238"
"2025-01-29","ripencc","AS18607","AS20473 AS207487"
"2025-01-29","ripencc","AS39002","AS0"
"2025-01-29","ripencc","AS41720","AS174 AS1299 AS9002 AS50877 AS60068 AS203446 AS212508"
"2025-01-29","ripencc","AS44324","AS945 AS955 AS1299 AS3204 AS6939 AS7720 AS8772 AS8849 AS15353 AS18041 AS20473 AS29632 AS32595 AS34465 AS34927 AS41051 AS43426 AS47272 AS48266 AS51087 AS53667 AS53808 AS59105 AS59538 AS61112 AS134823 AS134835 AS138997 AS139317 AS150452 AS151364 AS199545 AS199765 AS200105 AS206499 AS207656 AS207841 AS209554 AS209735 AS212483 AS213856"
"2025-01-29","ripencc","AS44355","AS207841"
"2025-01-29","ripencc","AS47272","AS174 AS835 AS924 AS1299 AS3257 AS6830 AS6939 AS20473 AS21738 AS25759 AS34927 AS35133 AS41051 AS48605 AS50391 AS50917 AS52025 AS52210 AS58057 AS210667 AS212514 AS212895"
"2025-01-29","ripencc","AS47689","AS924 AS1299 AS6939 AS21738 AS34465 AS34549 AS34927 AS395823"
"2025-01-29","ripencc","AS48070","AS174 AS1299"
"2025-01-29","ripencc","AS48606","AS30893 AS54681 AS57974 AS59678 AS210691 AS212276"
"2025-01-29","ripencc","AS50224","AS6939 AS15353 AS26930 AS34465 AS37988 AS50104 AS52025 AS52210 AS59920 AS60841 AS210475 AS400304"
"2025-01-29","ripencc","AS50391","AS6939 AS20473 AS48070"
"2025-01-29","ripencc","AS50555","AS970"
"2025-01-29","ripencc","AS51019","AS6939 AS34549 AS34927 AS52025 AS207841"
"2025-01-29","ripencc","AS51396","AS6939 AS30823 AS35133 AS44066 AS44592 AS49581 AS60223 AS64457 AS203446 AS214497 AS214995 AS215436"
"2025-01-29","ripencc","AS52025","AS174 AS835 AS906 AS917 AS924 AS1299 AS3257 AS6204 AS6939 AS7720 AS8849 AS8860 AS12186 AS12488 AS18041 AS20473 AS21700 AS21738 AS25369 AS29802 AS32097 AS34549 AS34927 AS35133 AS35661 AS36369 AS37988 AS39409 AS47787 AS48070 AS48605 AS50917 AS51519 AS52210 AS56655 AS57695 AS61138 AS64289 AS197216 AS199545 AS208453 AS209022 AS209533 AS394177 AS396998 AS397423 AS400304 AS400587"
"2025-01-29","ripencc","AS56762","AS47689"
"2025-01-29","ripencc","AS57984","AS8283 AS48112 AS206763"
"2025-01-29","ripencc","AS59678","AS6939 AS34927 AS54218 AS55081"
"2025-01-29","ripencc","AS60223","AS945 AS49581"
"2025-01-29","ripencc","AS60431","AS34927 AS41495 AS50917"
"2025-01-29","ripencc","AS60841","AS30456 AS400304"
"2025-01-29","ripencc","AS198136","AS0"
"2025-01-29","ripencc","AS199376","AS47311 AS61112 AS150249 AS151544 AS199762 AS209533 AS215379"
"2025-01-29","ripencc","AS199762","AS945 AS6939 AS8849 AS15353 AS34927 AS44817 AS47311 AS48605 AS140731 AS150249"
"2025-01-29","ripencc","AS200242","AS835 AS6939 AS21738 AS34465 AS34927 AS52025 AS52041 AS59678 AS60841 AS208453 AS210475"
"2025-01-29","ripencc","AS200454","AS174 AS6424 AS6939 AS9186 AS12186 AS19577"
"2025-01-29","ripencc","AS202359","AS30740 AS33920 AS41495"
"2025-01-29","ripencc","AS202881","AS205329"
"2025-01-29","ripencc","AS203843","AS6939 AS7720 AS20473 AS53667"
"2025-01-29","ripencc","AS204857","AS50224 AS59920 AS60841 AS400304"
"2025-01-29","ripencc","AS204931","AS34927 AS44103 AS207656"
"2025-01-29","ripencc","AS205329","AS945 AS983 AS6939 AS7720 AS8894 AS9409 AS20473 AS34927 AS41051 AS131657 AS134823 AS151364"
"2025-01-29","ripencc","AS205603","AS38008 AS38074 AS59105"
"2025-01-29","ripencc","AS205789","AS200242 AS207960"
"2025-01-29","ripencc","AS205848","AS1299 AS6939 AS34549 AS34927 AS52025 AS209022"
"2025-01-29","ripencc","AS207487","AS8283"
"2025-01-29","ripencc","AS207841","AS6939 AS137409"
"2025-01-29","ripencc","AS207960","AS6939 AS20473 AS34854 AS34927 AS136620 AS202359 AS207968"
"2025-01-29","ripencc","AS209735","AS6939 AS207841"
"2025-01-29","ripencc","AS210561","AS207960"
"2025-01-29","ripencc","AS212068","AS6939 AS13237 AS62240 AS207960"
"2025-01-29","ripencc","AS212245","AS917 AS57695 AS212068"
"2025-01-29","ripencc","AS212516","AS3204 AS6939 AS41720"
"2025-01-29","ripencc","AS212855","AS8283 AS8298 AS41051 AS50869 AS200132"
"2025-01-29","ripencc","AS212934","AS835 AS6939 AS34927 AS52210 AS53667 AS61138 AS62513 AS209533 AS210667"
"2025-01-29","ripencc","AS213525","AS8560 AS207841"
"2025-01-29","ripencc","AS214495","AS53343"
"2025-01-29","ripencc","AS214498","AS16276 AS207841"
"2025-01-29","ripencc","AS215084","AS6939 AS20473 AS34927 AS207841 AS212271 AS393577"
"2025-01-29","ripencc","AS215085","AS35133 AS42093"
"2025-01-29","ripencc","AS215131","AS8283 AS34927 AS212477"
"2025-01-29","ripencc","AS215147","AS34927 AS41108 AS47263 AS207252 AS213915 AS215828"
"2025-01-29","ripencc","AS215368","AS207841"
"2025-01-29","ripencc","AS215436","AS6762 AS6939 AS51396 AS60223"
"2025-01-29","ripencc","AS215664","AS1299 AS3204 AS6939 AS34549 AS41720 AS56382 AS203446 AS212508"
"2025-01-29","ripencc","AS216107","AS924 AS6939 AS16509 AS20473 AS21738 AS34927 AS63473 AS209022 AS211588"
"2025-01-29","ripencc","AS216265","AS202673 AS215051"
"2025-01-29","ripencc","AS216311","AS6939 AS13852 AS20473 AS34927 AS52025"
"2025-01-30","arin","AS970","AS54874"
"2025-01-30","arin","AS11358","AS835 AS924 AS6939 AS20473 AS34927"
"2025-01-30","arin","AS13852","AS6939 AS20473 AS34927 AS52025 AS209533"
"2025-01-30","arin","AS16909","AS6939 AS20473 AS21738 AS33387 AS34927 AS52025 AS53667 AS152900 AS214481 AS216324"
"2025-01-30","arin","AS19330","AS393577"
"2025-01-30","arin","AS21957","AS970"
"2025-01-30","arin","AS33733","AS174 AS6939 AS12186 AS47787 AS200454"
"2025-01-30","arin","AS40544","AS924 AS6939 AS12186 AS52025"
"2025-01-30","arin","AS52210","AS174 AS835 AS6939 AS52025 AS62513 AS210667"
"2025-01-30","arin","AS53343","AS6939 AS7720 AS26006 AS32595 AS34872 AS44324 AS47272 AS59105 AS204844 AS207841 AS209735 AS393577 AS394177 AS400212"
"2025-01-30","arin","AS54148","AS835 AS924 AS6939 AS20473 AS21738 AS34927 AS37988 AS47272 AS50917 AS53616 AS53667 AS207841 AS209022 AS209735"
"2025-01-30","arin","AS54218","AS917 AS16509 AS35487 AS37988 AS53667 AS57196 AS57695 AS59678"
"2025-01-30","arin","AS200351","AS34927 AS47272 AS209022 AS210475"
"2025-01-30","arin","AS205663","AS20473 AS61138"
"2025-01-30","arin","AS393577","AS1299 AS6939 AS32097 AS40676 AS137409"
"2025-01-30","arin","AS401111","AS1012 AS2497 AS17676"
"2025-01-30","arin","AS401507","AS53356 AS212477"
"2025-01-30","apnic","AS149301","AS20473 AS61138"
"2025-01-30","apnic","AS151642","AS20473 AS61138"
"2025-01-30","apnic","AS153176","AS15353 AS34872 AS47311 AS134835 AS208210 AS210233 AS215084"
"2025-01-30","lacnic","AS28584","AS28605"
"2025-01-30","lacnic","AS267386","AS6939 AS25933 AS28220 AS28649 AS267613"
"2025-01-30","lacnic","AS270470","AS53062"
"2025-01-30","ripencc","AS945","AS174 AS6461 AS6939 AS7018 AS9002 AS401111"
"2025-01-30","ripencc","AS15562","AS2914 AS8283 AS51088 AS206238"
"2025-01-30","ripencc","AS18607","AS20473 AS207487"
"2025-01-30","ripencc","AS39002","AS0"
"2025-01-30","ripencc","AS41720","AS174 AS1299 AS9002 AS50877 AS60068 AS203446 AS212508"
"2025-01-30","ripencc","AS44324","AS945 AS955 AS1299 AS3204 AS6939 AS7720 AS8772 AS8849 AS15353 AS18041 AS20473 AS29632 AS32595 AS34465 AS34927 AS41051 AS43426 AS47272 AS48266 AS51087 AS53667 AS53808 AS59105 AS59538 AS61112 AS134823 AS134835 AS138997 AS139317 AS150452 AS151364 AS199545 AS199765 AS200105 AS206499 AS207656 AS207841 AS209554 AS209735 AS212483 AS213856"
"2025-01-30","ripencc","AS44355","AS207841"
"2025-01-30","ripencc","AS47272","AS174 AS835 AS924 AS1299 AS3257 AS6830 AS6939 AS20473 AS21738 AS25759 AS34927 AS35133 AS41051 AS48605 AS50391 AS50917 AS52025 AS52210 AS58057 AS210667 AS212514 AS212895"
"2025-01-30","ripencc","AS47689","AS924 AS1299 AS6939 AS21738 AS34465 AS34549 AS34927 AS395823"
"2025-01-30","ripencc","AS48070","AS174 AS1299"
"2025-01-30","ripencc","AS48606","AS30893 AS54681 AS57974 AS59678 AS210691 AS212276"
"2025-01-30","ripencc","AS50224","AS6939 AS15353 AS26930 AS34465 AS37988 AS50104 AS52025 AS52210 AS59920 AS60841 AS210475 AS400304"
"2025-01-30","ripencc","AS50391","AS6939 AS20473 AS48070"
"2025-01-30","ripencc","AS50555","AS970"
"2025-01-30","ripencc","AS51019","AS6939 AS34549 AS34927 AS52025 AS207841"
"2025-01-30","ripencc","AS51396","AS6939 AS30823 AS35133 AS44066 AS44592 AS49581 AS60223 AS64457 AS203446 AS214497 AS214995 AS215436"
"2025-01-30","ripencc","AS52025","AS174 AS835 AS906 AS917 AS924 AS1299 AS3257 AS6204 AS6939 AS7720 AS8849 AS8860 AS12186 AS12488 AS18041 AS20473 AS21700 AS21738 AS25369 AS29802 AS32097 AS34549 AS34927 AS35133 AS35661 AS36369 AS37988 AS39409 AS47787 AS48070 AS48605 AS50917 AS51519 AS52210 AS56655 AS57695 AS61138 AS64289 AS197216 AS199545 AS208453 AS209022 AS209533 AS394177 AS396998 AS397423 AS400304 AS400587"
"2025-01-30","ripencc","AS56762","AS47689"
"2025-01-30","ripencc","AS57984","AS8283 AS48112 AS206763"
"2025-01-30","ripencc","AS59678","AS6939 AS34927 AS54218 AS55081"
"2025-01-30","ripencc","AS60223","AS945 AS49581"
"2025-01-30","ripencc","AS60431","AS34927 AS41495 AS50917"
"2025-01-30","ripencc","AS60841","AS30456 AS400304"
"2025-01-30","ripencc","AS198136","AS0"
"2025-01-30","ripencc","AS199376","AS47311 AS61112 AS150249 AS151544 AS199762 AS209533 AS215379"
"2025-01-30","ripencc","AS199762","AS945 AS6939 AS8849 AS15353 AS34927 AS44817 AS47311 AS48605 AS140731 AS150249"
"2025-01-30","ripencc","AS200242","AS835 AS6939 AS21738 AS34465 AS34927 AS52025 AS52041 AS59678 AS60841 AS208453 AS210475"
"2025-01-30","ripencc","AS200454","AS174 AS6424 AS6939 AS9186 AS12186 AS19577"
"2025-01-30","ripencc","AS202359","AS30740 AS33920 AS41495"
"2025-01-30","ripencc","AS202881","AS205329"
"2025-01-30","ripencc","AS203843","AS6939 AS7720 AS20473 AS53667"
"2025-01-30","ripencc","AS204857","AS50224 AS59920 AS60841 AS400304"
"2025-01-30","ripencc","AS204931","AS34927 AS44103 AS207656"
"2025-01-30","ripencc","AS205329","AS945 AS983 AS6939 AS7720 AS8894 AS9409 AS20473 AS34927 AS41051 AS131657 AS134823 AS151364"
"2025-01-30","ripencc","AS205603","AS38008 AS38074 AS59105"
"2025-01-30","ripencc","AS205789","AS200242 AS207960"
"2025-01-30","ripencc","AS205848","AS1299 AS6939 AS34549 AS34927 AS47272 AS52025 AS209022"
"2025-01-30","ripencc","AS207487","AS8283"
"2025-01-30","ripencc","AS207841","AS6939 AS137409"
"2025-01-30","ripencc","AS207960","AS6939 AS20473 AS34854 AS34927 AS136620 AS202359 AS207968"
"2025-01-30","ripencc","AS209735","AS6939 AS207841"
"2025-01-30","ripencc","AS210561","AS207960"
"2025-01-30","ripencc","AS212068","AS6939 AS13237 AS62240 AS207960"
"2025-01-30","ripencc","AS212245","AS917 AS57695 AS212068"
"2025-01-30","ripencc","AS212516","AS3204 AS6939 AS41720"
"2025-01-30","ripencc","AS212855","AS8283 AS8298 AS41051 AS50869 AS200132"
"2025-01-30","ripencc","AS212934","AS835 AS6939 AS34927 AS52210 AS53667 AS61138 AS62513 AS209533 AS210667"
"2025-01-30","ripencc","AS213525","AS8560 AS207841"
"2025-01-30","ripencc","AS214495","AS53343"
"2025-01-30","ripencc","AS214498","AS16276 AS207841"
"2025-01-30","ripencc","AS215084","AS6939 AS20473 AS34927 AS207841 AS212271 AS393577"
"2025-01-30","ripencc","AS215085","AS35133 AS42093"
"2025-01-30","ripencc","AS215131","AS8283 AS34927 AS212477"
"2025-01-30","ripencc","AS215147","AS34927 AS41108 AS47263 AS207252 AS213915 AS215828"
"2025-01-30","ripencc","AS215368","AS207841"
"2025-01-30","ripencc","AS215436","AS6762 AS6939 AS51396 AS60223"
"2025-01-30","ripencc","AS215664","AS1299 AS3204 AS6939 AS34549 AS41720 AS56382 AS203446 AS212508"
"2025-01-30","ripencc","AS216107","AS924 AS6939 AS16509 AS20473 AS21738 AS34927 AS63473 AS209022 AS211588"
"2025-01-30","ripencc","AS216265","AS202673 AS215051"
"2025-01-30","ripencc","AS216311","AS6939 AS13852 AS20473 AS34927 AS52025"
"2025-01-31","arin","AS970","AS54874"
"2025-01-31","arin","AS11358","AS835 AS924 AS6939 AS20473 AS34927"
"2025-01-31","arin","AS13852","AS6939 AS20473 AS34927 AS52025 AS209533"
"2025-01-31","arin","AS16909","AS6939 AS20473 AS21738 AS33387 AS34927 AS52025 AS53667 AS152900 AS214481 AS216324"
"2025-01-31","arin","AS19330","AS393577"
"2025-01-31","arin","AS21957","AS970"
"2025-01-31","arin","AS33733","AS174 AS6939 AS12186 AS47787 AS200454"
"2025-01-31","arin","AS40544","AS924 AS6939 AS12186 AS52025"
"2025-01-31","arin","AS52210","AS174 AS835 AS6939 AS52025 AS62513 AS210667"
"2025-01-31","arin","AS53343","AS6939 AS7720 AS26006 AS32595 AS34872 AS44324 AS47272 AS59105 AS204844 AS207841 AS209735 AS393577 AS394177 AS400212"
"2025-01-31","arin","AS54148","AS835 AS924 AS6939 AS20473 AS21738 AS34927 AS37988 AS47272 AS50917 AS53616 AS53667 AS207841 AS209022 AS209735"
"2025-01-31","arin","AS54218","AS917 AS16509 AS35487 AS37988 AS53667 AS57196 AS57695 AS59678"
"2025-01-31","arin","AS200351","AS34927 AS47272 AS209022 AS210475"
"2025-01-31","arin","AS205663","AS20473 AS61138"
"2025-01-31","arin","AS393577","AS1299 AS6939 AS32097 AS40676 AS137409"
"2025-01-31","arin","AS401111","AS1012 AS2497 AS17676"
"2025-01-31","arin","AS401507","AS53356 AS212477"
"2025-01-31","apnic","AS149301","AS20473 AS61138"
"2025-01-31","apnic","AS151642","AS20473 AS61138"
"2025-01-31","apnic","AS153176","AS15353 AS34872 AS47311 AS134835 AS208210 AS210233 AS215084"
"2025-01-31","lacnic","AS28584","AS28605"
"2025-01-31","lacnic","AS267386","AS6939 AS25933 AS28220 AS28649 AS267613"
"2025-01-31","lacnic","AS270470","AS53062"
"2025-01-31","ripencc","AS945","AS174 AS6461 AS6939 AS7018 AS9002 AS401111"
"2025-01-31","ripencc","AS15562","AS2914 AS8283 AS51088 AS206238"
"2025-01-31","ripencc","AS18607","AS20473 AS207487"
"2025-01-31","ripencc","AS39002","AS0"
"2025-01-31","ripencc","AS41720","AS174 AS1299 AS9002 AS50877 AS60068 AS203446 AS212508"
"2025-01-31","ripencc","AS44324","AS945 AS955 AS1299 AS3204 AS6939 AS7720 AS8772 AS8849 AS15353 AS18041 AS20473 AS29632 AS32595 AS34465 AS34927 AS41051 AS43426 AS47272 AS48266 AS51087 AS53667 AS53808 AS59105 AS59538 AS61112 AS134823 AS134835 AS138997 AS139317 AS150452 AS151364 AS199545 AS199765 AS200105 AS206499 AS207656 AS207841 AS209554 AS209735 AS212483 AS213856"
"2025-01-31","ripencc","AS44355","AS207841"
"2025-01-31","ripencc","AS47272","AS174 AS835 AS924 AS1299 AS3257 AS6830 AS6939 AS20473 AS21738 AS25759 AS34927 AS35133 AS41051 AS48605 AS50391 AS50917 AS52025 AS52210 AS58057 AS210667 AS212514 AS212895"
"2025-01-31","ripencc","AS47689","AS924 AS1299 AS6939 AS21738 AS34465 AS34549 AS34927 AS395823"
"2025-01-31","ripencc","AS48070","AS174 AS1299"
"2025-01-31","ripencc","AS48606","AS30893 AS54681 AS57974 AS59678 AS210691 AS212276"
"2025-01-31","ripencc","AS50224","AS6939 AS15353 AS26930 AS34465 AS37988 AS50104 AS52025 AS52210 AS59920 AS60841 AS210475 AS400304"
"2025-01-31","ripencc","AS50391","AS6939 AS20473 AS48070"
"2025-01-31","ripencc","AS50555","AS970"
"2025-01-31","ripencc","AS51019","AS6939 AS34549 AS34927 AS52025 AS207841"
"2025-01-31","ripencc","AS51396","AS6939 AS30823 AS35133 AS44066 AS44592 AS49581 AS60223 AS64457 AS203446 AS214497 AS214995 AS215436"
"2025-01-31","ripencc","AS52025","AS174 AS835 AS906 AS917 AS924 AS1299 AS3257 AS6204 AS6939 AS7720 AS8849 AS8860 AS12186 AS12488 AS18041 AS20473 AS21700 AS21738 AS25369 AS29802 AS32097 AS34549 AS34927 AS35133 AS35661 AS36369 AS37988 AS39409 AS47787 AS48070 AS48605 AS50917 AS51519 AS52210 AS56655 AS57695 AS61138 AS64289 AS197216 AS199545 AS208453 AS209022 AS209533 AS394177 AS396998 AS397423 AS400304 AS400587"
"2025-01-31","ripencc","AS56762","AS47689"
"2025-01-31","ripencc","AS57984","AS8283 AS48112 AS206763"
"2025-01-31","ripencc","AS59678","AS6939 AS34927 AS54218 AS55081"
"2025-01-31","ripencc","AS60223","AS945 AS49581"
"2025-01-31","ripencc","AS60431","AS34927 AS41495 AS50917"
"2025-01-31","ripencc","AS60841","AS30456 AS400304"
"2025-01-31","ripencc","AS198136","AS0"
"2025-01-31","ripencc","AS199310","AS44324 AS134835 AS138997 AS139317 AS202662 AS204844 AS212895 AS215828"
"2025-01-31","ripencc","AS199376","AS47311 AS61112 AS150249 AS151544 AS199762 AS209533 AS215379"
"2025-01-31","ripencc","AS199762","AS945 AS6939 AS8849 AS15353 AS34927 AS44817 AS47311 AS48605 AS140731 AS150249"
"2025-01-31","ripencc","AS200242","AS835 AS917 AS6939 AS21738 AS34465 AS34927 AS52025 AS52041 AS59678 AS60841 AS208453 AS210475"
"2025-01-31","ripencc","AS200454","AS174 AS6424 AS6939 AS9186 AS12186 AS19577"
"2025-01-31","ripencc","AS202359","AS30740 AS33920 AS41495"
"2025-01-31","ripencc","AS202881","AS205329"
"2025-01-31","ripencc","AS203843","AS6939 AS7720 AS20473 AS53667"
"2025-01-31","ripencc","AS204857","AS50224 AS59920 AS60841 AS400304"
"2025-01-31","ripencc","AS204931","AS34927 AS44103 AS207656"
"2025-01-31","ripencc","AS205329","AS945 AS983 AS6939 AS7720 AS8894 AS9409 AS20473 AS34927 AS41051 AS131657 AS134823 AS151364"
"2025-01-31","ripencc","AS205603","AS38008 AS38074 AS59105"
"2025-01-31","ripencc","AS205789","AS200242 AS207960"
"2025-01-31","ripencc","AS205848","AS1299 AS6939 AS34549 AS34927 AS47272 AS52025 AS209022"
"2025-01-31","ripencc","AS207487","AS8283"
"2025-01-31","ripencc","AS207841","AS6939 AS137409"
"2025-01-31","ripencc","AS207960","AS6939 AS20473 AS34854 AS34927 AS136620 AS202359 AS207968"
"2025-01-31","ripencc","AS209735","AS6939 AS207841"
"2025-01-31","ripencc","AS210561","AS207960"
"2025-01-31","ripencc","AS212068","AS6939 AS13237 AS62240 AS207960"
"2025-01-31","ripencc","AS212245","AS917 AS57695 AS212068"
"2025-01-31","ripencc","AS212516","AS3204 AS6939 AS41720"
"2025-01-31","ripencc","AS212855","AS8283 AS8298 AS41051 AS50869 AS200132"
"2025-01-31","ripencc","AS212934","AS835 AS6939 AS34927 AS52210 AS53667 AS61138 AS62513 AS209533 AS210667"
"2025-01-31","ripencc","AS213525","AS8560 AS207841"
"2025-01-31","ripencc","AS213768","AS34927 AS53667 AS207841 AS209735"
"2025-01-31","ripencc","AS213915","AS215147 AS215828"
"2025-01-31","ripencc","AS214495","AS53343"
"2025-01-31","ripencc","AS214498","AS16276 AS207841"
"2025-01-31","ripencc","AS215084","AS6939 AS20473 AS34927 AS207841 AS212271 AS393577"
"2025-01-31","ripencc","AS215085","AS35133 AS42093"
"2025-01-31","ripencc","AS215147","AS34927 AS41108 AS47263 AS207252 AS213915 AS215828"
"2025-01-31","ripencc","AS215368","AS207841"
"2025-01-31","ripencc","AS215436","AS6762 AS6939 AS51396 AS60223"
"2025-01-31","ripencc","AS215664","AS1299 AS3204 AS6939 AS34549 AS41720 AS56382 AS203446 AS212508"
"2025-01-31","ripencc","AS215828","AS6204 AS6939 AS8772 AS29390 AS29632 AS34465 AS34927 AS39249 AS41051 AS44592 AS48752 AS50917 AS51019 AS51202 AS58057 AS62403 AS64289 AS152726 AS197071 AS199524 AS203686 AS207656 AS209533 AS210464 AS211358 AS215147 AS216324 AS216360 AS393577"
"2025-01-31","ripencc","AS215849","AS215828"
"2025-01-31","ripencc","AS216107","AS924 AS6939 AS16509 AS20473 AS21738 AS34927 AS63473 AS209022 AS211588"
"2025-01-31","ripencc","AS216265","AS202673 AS215051"
"2025-01-31","ripencc","AS216311","AS6939 AS13852 AS20473 AS34927 AS52025"
"2025-02-01","arin","AS970","AS54874"
"2025-02-01","arin","AS11358","AS835 AS924 AS6939 AS20473 AS34927"
"2025-02-01","arin","AS13852","AS6939 AS20473 AS34927 AS52025 AS209533"
"2025-02-01","arin","AS16909","AS6939 AS20473 AS21738 AS33387 AS34927 AS52025 AS53667 AS152900 AS214481 AS216324"
"2025-02-01","arin","AS19330","AS393577"
"2025-02-01","arin","AS21957","AS970"
"2025-02-01","arin","AS33733","AS174 AS6939 AS12186 AS47787 AS200454"
